"time","Main","Light","Sockets","Fridge","Washer dryer","Heat","Other"
"2018-01-01 12:00:00","104.578844231674","28.2238135806402","23.265695233079","10","15.3587966577498","22.7616767636883","4.96886199651663"
"2018-01-01 13:00:00","136.34358714412","30.0383866844374","54.335647828964","10","11.3943668454626","20.5165619651043","10.0586238201515"
"2018-01-01 14:00:00","113.071910928548","24.6849550234937","28.3788164791975","10","14.8574819728454","17.478849048358","17.6718084046533"
"2018-01-01 15:00:00","134.032505272183","30.63106579033","44.8796934562268","19.9992080039518","18.9676185989842","15.0753229052205","4.47959651747015"
"2018-01-01 16:00:00","125.667188227064","22.3736775579514","29.7384647517177","27.3362324800509","12.0103921980758","23.3183517162096","10.8900695230591"
"2018-01-01 17:00:00","186.250117366841","31.0723577404904","98.3870186737619","10","12.8199940159495","18.8090100063837","15.1617369302557"
"2018-01-01 18:00:00","139.431044742623","25.4841509592461","45.2321875864945","10","20.037272057457","26.240623545059","12.436810594366"
"2018-01-01 19:00:00","105.419363093741","26.9835892943228","21.6629044232491","10","12.42830587467","19.3812653409202","14.9632981605791"
"2018-01-01 20:00:00","107.906086248047","36.4353980625233","19.8766986874935","10","12.1374506240068","19.4938318297947","9.962707044229"
"2018-01-01 21:00:00","144.39534457206","27.7494656116958","34.3208674567448","33.3951446599727","20.6763043966606","18.2215048588322","10.0320575881538"
"2018-01-01 22:00:00","109.597357086296","44.8870621474057","13.1589926080022","20.9444225418708","16.3632103869734","16.0025144887677","-1.75884508672403"
"2018-01-01 23:00:00","91.0582190549834","28.5205558749967","20.9265894592973","10","9.51470795038374","18.8173096928404","3.27905607746525"
"2018-01-02 00:00:00","197.86995353019","43.6200467367203","27.3397115276524","51.0707943789669","17.2891270995921","51.4055723222238","7.14470146503512"
"2018-01-02 01:00:00","158.258950556845","51.8769238504139","11.4399758551693","10","17.7536060140333","52.0513468207697","15.1370980164586"
"2018-01-02 02:00:00","170.873600118092","54.726248472835","25.7948965674244","21.5646921351047","17.3678953659631","49.8539326688828","1.56593490788239"
"2018-01-02 03:00:00","155.957333279268","52.0903242883301","7.16407791511688","24.800240135496","15.9591028011267","50.973155144307","4.97043299489188"
"2018-01-02 04:00:00","138.634325991487","52.8515384251672","5.74802410266595","10","20.3076642838688","47.9939525285808","1.73314665120467"
"2018-01-02 05:00:00","141.139933460194","49.2668047174616","3.05881453784718","22.2404802027374","12.7128352908959","51.237622455846","2.62337625540568"
"2018-01-02 06:00:00","133.018407473806","50.2155783799902","1.29444567224284","20.4448289175522","15.3162861176897","46.2584065251166","-0.511138138785837"
"2018-01-02 07:00:00","176.677063559653","45.9934134480886","15.5346859339965","44.3424307937107","15.034647451995","52.5639896669867","3.20789626487524"
"2018-01-02 08:00:00","141.964576890643","55.4674814506763","9.09386402888269","10","14.0381195411013","50.7140936118698","2.65101825811302"
"2018-01-02 09:00:00","139.823556116852","46.573805351199","15.8886545696955","10","15.7835677829843","49.3327443176721","2.24478409530064"
"2018-01-02 10:00:00","169.047299448346","51.2999607574858","27.5331085817374","10","20.6089506205686","52.8686408110522","6.73663867750238"
"2018-01-02 11:00:00","188.69075735959","45.5675986897695","16.0222119523274","63.026771133598","13.8242473693639","47.8709635163083","2.37896469822322"
"2018-01-02 12:00:00","110.882956781317","27.6150539241078","28.0945795865006","10","16.8421741084664","21.2785868295301","7.05256233271181"
"2018-01-02 13:00:00","120.259508077665","24.659835976101","29.0234185851604","10","14.9232115101748","23.2570967011399","18.3959453050884"
"2018-01-02 14:00:00","203.228632872777","27.4481368139482","110.898082051724","10","16.8287592839036","28.1070776140252","9.94657710917619"
"2018-01-02 15:00:00","175.759543643812","32.0720594471506","81.0581572983762","10","14.7458804854289","26.331029220073","11.5524171927828"
"2018-01-02 16:00:00","156.628710583972","53.6662621419942","52.2071094282967","10","14.670107099364","21.6066657417743","4.47856617254293"
"2018-01-02 17:00:00","133.271053526616","38.6509471950181","29.7275345793574","24.7191149177932","13.1053834962731","15.7876944053659","11.2803789328082"
"2018-01-02 18:00:00","122.852829773775","24.7722324663059","43.1780918700479","10","14.1650857191211","20.8505751276005","9.88684459069991"
"2018-01-02 19:00:00","172.058558664679","34.758324023172","50.8351629356853","39.0711811534929","18.2423559423551","17.9183249871542","11.2332096228196"
"2018-01-02 20:00:00","133.811252239866","35.9914792234695","40.4294514443784","10","15.6022365754818","21.4004279442095","10.3876570523272"
"2018-01-02 21:00:00","141.549015092098","39.8027184522696","47.2819760621197","10","11.7342944567877","20.6496350040845","12.0803911168366"
"2018-01-02 22:00:00","147.103774817321","28.6595328663573","30.5914300006371","34.9566051823128","14.734389845059","21.0796438080408","17.0821731149138"
"2018-01-02 23:00:00","119.698145903901","28.4048212689782","40.7163522986892","10","14.3822270711436","20.2310497490226","5.9636955160673"
"2018-01-03 00:00:00","131.885542776129","38.7731634916476","8.92039236756478","10","14.7685608768112","53.868801807676","5.55462423242987"
"2018-01-03 01:00:00","164.009142922026","52.6215046476271","4.64167721834732","20.6113548630015","16.3509548548205","54.2348949202251","15.5487564180043"
"2018-01-03 02:00:00","184.482752523613","54.1829158765437","14.6350176628388","30.711508703595","16.3361084465025","54.6020113885016","14.0151904456314"
"2018-01-03 03:00:00","189.964159097328","55.4759301181179","18.8443023624206","49.8288388191261","11.3115997900473","43.9658054306048","10.5376825770114"
"2018-01-03 04:00:00","157.692550155182","53.7322778087775","12.5174427173948","20.2359407294882","18.1039826040948","49.6597232377475","3.44318305767951"
"2018-01-03 05:00:00","149.627229425584","46.596456394522","0.154940925377675","28.4378806243077","19.1853034165865","53.7421827517021","1.51046531308758"
"2018-01-03 06:00:00","155.63424675622","49.8034251352156","19.0125639255534","20.9450400584543","11.3996276785564","48.451072277067","6.02251768137278"
"2018-01-03 07:00:00","133.858956720679","51.4714595088599","2.97190125508963","10","12.7407977741703","48.9360312249604","7.73876695759911"
"2018-01-03 08:00:00","139.164035803813","48.0392658515008","7.36562226451494","21.4611549261021","14.3781166553469","49.8931346106092","-1.97325850426107"
"2018-01-03 09:00:00","168.575348258285","50.5456804264033","1.96195481430864","54.2836961592838","11.0657944182171","51.3396208620365","-0.621398421964481"
"2018-01-03 10:00:00","247.019049887919","56.0061271222707","29.7161746092088","21.4492812104467","13.0819610742902","121.01714127372","5.74836459798256"
"2018-01-03 11:00:00","161.909391831119","52.8683991379076","9.94291085504315","21.1500096428877","20.515076193148","49.5298530938357","7.90314290829706"
"2018-01-03 12:00:00","107.996119643496","33.6170221618869","22.0104085403277","10","10.5555418410149","23.4208211493072","8.3923259509597"
"2018-01-03 13:00:00","115.443284948026","31.4723050259103","10.0183516135147","31.393646324522","15.370510211816","20.5771783402935","6.61129343196961"
"2018-01-03 14:00:00","88.7717808178211","27.9681365249372","2.57452751973784","10","20.0438554736969","22.5336218153896","5.65163948405954"
"2018-01-03 15:00:00","110.407835111938","29.4376048136599","22.8161072201245","10","14.2917193365102","22.2268798247841","11.6355239168594"
