"","Time","Main","Light","Sockets","Fridge","Washer dryer","Heat","Other"
"1",1514808000,223.982336586015,0.9967704670528,26.6625515274027,6,0.606982549196718,159.36579178272,30.3502402596431
"2",1514811600,145.218395655137,-0.973829121933608,2.41081165372252,6,2.14569500541216,97.7438715060219,37.8918466119138
"3",1514815200,82.7536084048616,1.05070796679846,1.45751706429726,6,0.698434738726981,47.6050560264683,25.9418926085706
"4",1514818800,53.0675708630659,-1.27411129115305,33.2534251114287,6,5.19628049176784,-7.04920215572673,16.9411787067492
"5",1514822400,43.5484883098799,1.47201967649446,39.996274193552,6,2.2112702301656,-41.0984070711407,34.9673312808085
"6",1514826000,96.5183900976475,2.55683779292485,34.9988679065515,6,0.981279022494024,5.30675748292363,46.6746478927535
"7",1514829600,191.203810996754,-0.329581402500283,-1.88638545776669,57.0719014883361,0.0831090438145472,93.8484485114737,42.4163188133965
"8",1514833200,-21.6045941113879,1.39795202312768,18.3687017035387,6,2.13053113877495,-76.2651349083302,26.763355931501
"9",1514836800,-12.8294924144822,1.90117277596376,18.3022204681204,6,2.47331459696295,-70.5502784735147,29.0440782179853
"10",1514840400,-51.8812030965607,1.93745666176221,14.2601525321346,6,4.67621856423321,-115.310931540132,36.5559006854411
"11",1514844000,124.778067491927,-0.558524807577121,9.61118215662779,6,1.36238135078479,99.5419421013433,8.82108669074855
"12",1514847600,13.0001694503115,0.459773951982593,-20.1664502619207,6,1.1151197108763,5.02624429734675,20.5654817520265
"13",1514851200,-52.0286738254657,53.2162995639338,1.87637337894234,6,3.22391100260795,-134.753804341921,18.4085465709715
"14",1514854800,4.90650145181591,49.932559329016,-11.3205813617324,6,2.26451581788118,-58.4406362656681,16.4706439323192
"15",1514858400,112.648758318246,48.5486774195989,-19.1028508976046,6,4.93657803766457,71.0812323152201,1.18512144336756
"16",1514862000,105.533613695371,47.6726749753601,3.39783402973564,6,0.420305837378636,17.3788992228995,30.6638996299973
"17",1514865600,10.5018063481259,48.7154385283769,-4.00238952874152,6,2.09613308344643,-46.667814988355,4.36043925339903
